gOTU,mean_abundance,occurrence,Unnamed: 0,Domain,Phylum,Class,Order,Family,Genus,Species,Strain,predicted_occurrence,lower_conf_int,upper_conf_int
G000218235,8.402554376530466e-05,0.1652542372881356,1290,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella multisaccharivorax,t__,0.013594417372281842,0.004787706747980073,0.0379823125424716
G000415005,8.402554376530466e-05,0.046610169491525424,2788,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,s__Enterococcus faecalis,t__,0.013594417372281842,0.004787706747980073,0.0379823125424716
G000332735,8.522590867623758e-05,0.0847457627118644,2170,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus warneri,t__,0.013787424120913161,0.004888733663822392,0.03826111647740011
G001814805,8.64262735871705e-05,0.09322033898305085,9022,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus sp. HMSC062B11,t__,0.013980397201658334,0.0049902488363167165,0.03853936589839842
G000017465,8.64262735871705e-05,0.0635593220338983,312,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter curvus,t__,0.013980397201658334,0.0049902488363167165,0.03853936589839842
G001914135,8.882700340903635e-05,0.08050847457627118,9658,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,t__,0.014366242378182292,0.005194711318069603,0.03909423386858154
G000648015,8.882700340903635e-05,0.046610169491525424,4074,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,s__Enterococcus faecalis,t__,0.014366242378182292,0.005194711318069603,0.03909423386858154
G001440475,9.002736831996927e-05,0.05084745762711865,6747,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium lablabi,t__,0.014559114483347124,0.005297642846466451,0.03937086821709949
G000025565,9.12277332309022e-05,0.11016949152542373,531,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Enterobacter,s__Enterobacter cloacae,t__Enterobacter cloacae subsp. cloacae,0.014751952939343282,0.005401031054139638,0.03964697966589826
G000711965,9.242809814183512e-05,0.1016949152542373,4301,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces israelii,t__,0.014944757750914972,0.005504868551881072,0.03992257561352238
G001185205,9.362846305276805e-05,0.059322033898305086,6003,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Devosia,s__Devosia sp. H5989,t__,0.01513752892272835,0.005609148138094423,0.04019766327075103
G000246925,9.482882796370097e-05,0.09322033898305085,1557,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,s__Peptoniphilus rhinitidis,t__,0.01533026645947444,0.005713862792228047,0.04047224966736763
G000160115,9.602919287463389e-05,0.13559322033898305,826,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Shuttleworthia,s__Shuttleworthia satelles,t__,0.015522970365843936,0.005819005668437183,0.04074634165844806
G000006845,9.722955778556681e-05,0.1228813559322034,6,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria gonorrhoeae,t__,0.015715640646501883,0.005924570089527233,0.04101994593036758
G000194985,9.722955778556681e-05,0.08898305084745763,1136,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Dialister,s__Dialister micraerophilus,t__,0.015715640646501883,0.005924570089527233,0.04101994593036758
G001028645,9.842992269649975e-05,0.0635593220338983,5873,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus capitis,t__Staphylococcus capitis subsp. capitis,0.015908277306190266,0.006030549541233599,0.041293069006722846
G000245655,9.842992269649975e-05,0.09745762711864407,1547,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,t__,0.015908277306190266,0.006030549541233599,0.041293069006722846
G001068545,9.842992269649975e-05,0.08898305084745763,5975,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,t__,0.015908277306190266,0.006030549541233599,0.041293069006722846
G000420505,9.963028760743267e-05,0.08050847457627118,2832,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Alloscardovia,s__Alloscardovia omnicolens,t__,0.016100880349573576,0.006136937666612798,0.04156571725363692
G000443975,9.963028760743267e-05,0.07203389830508475,3364,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,t__,0.016100880349573576,0.006136937666612798,0.04156571725363692
G001028525,0.00010083065251836559,0.13983050847457626,5868,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema endosymbiont of Eucomonympha sp.,t__,0.016293449781342395,0.006243728260813725,0.04183789688519181
G001022195,0.00010083065251836559,0.1059322033898305,5851,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella oxytoca,t__,0.016293449781342395,0.006243728260813725,0.04183789688519181
G000959725,0.00010083065251836559,0.07203389830508475,5128,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia,s__Burkholderia gladioli,t__,0.016293449781342395,0.006243728260813725,0.04183789688519181
G000007645,0.00010083065251836559,0.07627118644067797,31,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,t__,0.016293449781342395,0.006243728260813725,0.04183789688519181
G000564995,0.0001020310174292985,0.1483050847457627,3836,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium sp. ICM42b,t__,0.016485985606157882,0.006350915265987869,0.04210961396840903
G000213975,0.00010443174725116435,0.17372881355932204,1253,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Centipeda,s__Centipeda periodontii,t__,0.016870956453821417,0.006566454984231161,0.04265168405203503
G000160535,0.00010443174725116435,0.19491525423728814,830,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella bergensis,t__,0.016870956453821417,0.006566454984231161,0.04265168405203503
G000688375,0.00010803284198396313,0.19915254237288135,4142,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella sp. HUN102,t__,0.017448160790569767,0.006892594130240473,0.04346146380964155
G000314675,0.00010923320689489605,0.09322033898305085,2011,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Afipia,s__Afipia broomeae,t__,0.01764049507232135,0.007002040034317147,0.043730525363921406
G000614105,0.00011043357180582897,0.2245762711864407,3945,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella micans,t__,0.017832795779966215,0.0071118436785332015,0.043999163105338496
G000242835,0.00011043357180582897,0.05508474576271186,1506,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas sp. PAMC 26617,t__,0.017832795779966215,0.0071118436785332015,0.043999163105338496
G000196295,0.00011043357180582897,0.11864406779661017,1166,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria lactamica,t__,0.017832795779966215,0.0071118436785332015,0.043999163105338496
G000284375,0.00011163393671676189,0.06779661016949153,1764,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium japonicum,t__,0.018025062918190393,0.007222000022670302,0.04426738208333307
G000183685,0.00011283430162769482,0.11440677966101695,1031,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus hominis,t__Staphylococcus hominis subsp. hominis,0.018217296491656376,0.007332504136445223,0.04453518723736399
G000186425,0.00011403466653862774,0.0847457627118644,1064,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Lautropia,s__Lautropia mirabilis,t__,0.01840949650510204,0.007443351196228173,0.04480258340038506
G000160695,0.00011403466653862774,0.15254237288135594,837,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,s__Selenomonas flueggei,t__,0.01840949650510204,0.007443351196228173,0.04480258340038506
G000186205,0.00011403466653862774,0.0847457627118644,1059,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,t__,0.01840949650510204,0.007443351196228173,0.04480258340038506
G000381725,0.00011523503144956067,0.1906779661016949,2565,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium russii,t__,0.018601662963187438,0.007554536481745505,0.04506957530184072
G000308395,0.00011763576127142652,0.08898305084745763,1934,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,t__,0.018985895232022654,0.00777790334755547,0.04560236473937364
G000170715,0.00011763576127142652,0.25,913,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Thiotrichaceae,g__Beggiatoa,s__Beggiatoa sp. PS,t__,0.018985895232022654,0.00777790334755547,0.04560236473937364
G000967305,0.00011883612618235944,0.05508474576271186,5174,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Alcaligenes,s__Alcaligenes faecalis,t__,0.01917796105211711,0.007890075977128135,0.045868171244560815
G000238795,0.00011883612618235944,0.18220338983050846,1471,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus sputorum,t__,0.01917796105211711,0.007890075977128135,0.045868171244560815
G000648175,0.00012003649109329236,0.046610169491525424,4075,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,s__Enterococcus faecalis,t__,0.01936999333562084,0.008002568925436663,0.046133591432118926
G000185145,0.00012003649109329236,0.1652542372881356,1043,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella oralis,t__,0.01936999333562084,0.008002568925436663,0.046133591432118926
G000758945,0.00012123685600422528,0.17796610169491525,4686,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium parvulum,t__,0.019561992087191782,0.008115377945193063,0.04639862955850266
G000762865,0.00012243722091515822,0.2288135593220339,4723,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella sp. S7 MS 2,t__,0.019753957311514303,0.00822849887566919,0.04666328979365883
G900106575,0.00012483795073702406,0.1483050847457627,10209,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga granulosa,t__,0.02013778719712711,0.00845566024392615,0.047191492851969524
G001438885,0.000126038315647957,0.07627118644067797,6718,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium rimae,t__,0.020329651867809884,0.00856969277132038,0.04745504360399478
G000525775,0.0001272386805588899,0.18220338983050846,3792,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales Family XIII. Incertae Sedis,g__Mogibacterium,s__Mogibacterium timidum,t__,0.020521483029981358,0.008684021384149643,0.047718232326951174
G000565075,0.00012843904546982283,0.15254237288135594,3838,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium sp. BS2,t__,0.020713280688322455,0.008798642319282766,0.0479810627931818
G000293175,0.00012963941038075577,0.13983050847457626,1800,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga sp. CM59,t__,0.020905044847492005,0.008913551886641391,0.048243538701933444
G900113395,0.00013083977529168868,0.08050847457627118,10359,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,t__,0.021096775512222443,0.009028746467280316,0.04850566368146456
G000411115,0.00013324050511355452,0.1694915254237288,2766,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga granulosa,t__,0.021480136377021175,0.00925997653651207,0.04902887502146505
G000011365,0.00013324050511355452,0.0635593220338983,129,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium diazoefficiens,t__,0.021480136377021175,0.00925997653651207,0.04902887502146505
G000190695,0.00013564123493542036,0.1483050847457627,1100,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Kingella,s__Kingella denitrificans,t__,0.021863363320120954,0.009492304926006723,0.04955072448776107
G000008805,0.00013564123493542036,0.1271186440677966,66,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria meningitidis,t__,0.021863363320120954,0.009492304926006723,0.04955072448776107
G001190745,0.00013564123493542036,0.1440677966101695,6030,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter gracilis,t__,0.021863363320120954,0.009492304926006723,0.04955072448776107
G001057055,0.0001368415998463533,0.1271186440677966,5965,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Cellulomonadaceae,g__Cellulomonas,s__Cellulomonas flavigena,t__,0.02205492658275965,0.009608872646437262,0.049811146885761465
G000429225,0.0001428434244010179,0.11440677966101695,3103,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces dentalis,t__,0.023012240993910638,0.01019561902364978,0.05110836337420627
G000174015,0.0001428434244010179,0.1016949152542373,950,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium rimae,t__,0.023012240993910638,0.01019561902364978,0.05110836337420627
G000385925,0.0001428434244010179,0.2076271186440678,2653,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus cristatus,t__,0.023012240993910638,0.01019561902364978,0.05110836337420627
G001813205,0.00014524415422288375,0.13135593220338984,9020,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium sp. HMSC064B08,t__,0.023394932624797082,0.010432084356478178,0.051625022420568045
G000691745,0.00014524415422288375,0.0847457627118644,4168,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium necrophorum,t__,0.023394932624797082,0.010432084356478178,0.051625022420568045
G000007565,0.00014524415422288375,0.09745762711864407,28,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas putida,t__,0.023394932624797082,0.010432084356478178,0.051625022420568045
G000308635,0.00014524415422288375,0.11016949152542373,1939,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Nocardia,s__Nocardia otitidiscaviarum,t__,0.023394932624797082,0.010432084356478178,0.051625022420568045
G000212375,0.00014524415422288375,0.07627118644067797,1234,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas asaccharolytica,t__,0.023394932624797082,0.010432084356478178,0.051625022420568045
G000367205,0.00014644451913381666,0.08050847457627118,2335,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium avidum,t__,0.023586228287448385,0.010550683919988115,0.05188288634762968
G001471555,0.00015004561386661546,0.09322033898305085,6889,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus capitis,t__,0.02415991472055745,0.010907916767704036,0.05265464928637582
G000333455,0.00015124597877754837,0.3135593220338983,2182,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Rhodopseudomonas,s__Rhodopseudomonas sp. B29,t__,0.024351076695520057,0.011027463426974474,0.05291130302475976
G000454045,0.0001524463436884813,0.1016949152542373,3394,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Rhodococcus,s__Rhodococcus erythropolis,t__,0.024542205260280725,0.011147240217844669,0.053167660881379676
G000007785,0.0001524463436884813,0.0635593220338983,36,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,s__Enterococcus faecalis,t__,0.024542205260280725,0.011147240217844669,0.053167660881379676
G000381525,0.00015484707351034715,0.1228813559322034,2559,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Peptostreptococcus,s__Peptostreptococcus anaerobius,t__,0.024924362177823123,0.011387473966336333,0.0536794992140325
G000758925,0.000157247803332213,0.25,4685,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella sp. S7-1-8,t__,0.02530638551054687,0.011628597979142539,0.05419018439189843
G000565015,0.000157247803332213,0.08898305084745763,3837,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas catoniae,t__,0.02530638551054687,0.011628597979142539,0.05419018439189843
G000466425,0.00016084889806501176,0.1483050847457627,3424,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga sp. oral taxon 863,t__,0.02587917012000862,0.011991911020631903,0.05495409237797988
G001514435,0.00016084889806501176,0.1694915254237288,7050,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus thermophilus,t__,0.02587917012000862,0.011991911020631903,0.05495409237797988
