gOTU,mean_abundance,occurrence,Unnamed: 0,Domain,Phylum,Class,Order,Family,Genus,Species,Strain,predicted_occurrence,lower_conf_int,upper_conf_int
G001641695,8.402554376530466e-05,0.059322033898305086,7567,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium neotropicale,t__,0.0138761835291914,0.004935363986588951,0.03838916171286824
G000163695,8.402554376530466e-05,0.1483050847457627,859,k__Bacteria,p__Bacteroidetes,c__,o__,f__,g__,s__Bacteroidetes oral taxon 274,t__,0.0138761835291914,0.004935363986588951,0.03838916171286824
G000711965,8.402554376530466e-05,0.08050847457627118,4301,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces israelii,t__,0.0138761835291914,0.004935363986588951,0.03838916171286824
G000221605,8.522590867623758e-05,0.0847457627118644,1330,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__Veillonella sp. oral taxon 780,t__,0.014073167205910564,0.005039228997578287,0.038672954014624644
G001427625,8.522590867623758e-05,0.08898305084745763,6534,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Rhizobium,s__Rhizobium sp. Root651,t__,0.014073167205910564,0.005039228997578287,0.038672954014624644
G000185505,8.64262735871705e-05,0.1440677966101695,1049,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Pseudoramibacter,s__Pseudoramibacter alactolyticus,t__,0.014270115860304244,0.005143590293358445,0.03895618110882052
G001185205,8.762663849810342e-05,0.0635593220338983,6003,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Devosia,s__Devosia sp. H5989,t__,0.014467029497270079,0.005248439478606745,0.039238851400416955
G001908185,8.762663849810342e-05,0.05084745762711865,9653,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium sp. AS23.2,t__,0.014467029497270079,0.005248439478606745,0.039238851400416955
G000185145,8.882700340903635e-05,0.13983050847457626,1043,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella oralis,t__,0.014663908121785085,0.005353768381353492,0.03952097307117825
G000218235,9.002736831996927e-05,0.1906779661016949,1290,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella multisaccharivorax,t__,0.014860751738827505,0.00545956904469113,0.03980255408780897
G000154345,9.12277332309022e-05,0.06779661016949153,735,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminiclostridium,s__[Clostridium] leptum,t__,0.015057560353294086,0.005565833718867933,0.04008360220969748
G000719265,9.12277332309022e-05,0.11864406779661017,4355,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces roseoverticillatus,t__,0.015057560353294086,0.005565833718867933,0.04008360220969748
G001440475,9.242809814183512e-05,0.0423728813559322,6747,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium lablabi,t__,0.015254333970161182,0.005672554853879054,0.04036412499664192
G000160075,9.362846305276805e-05,0.08898305084745763,824,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Abiotrophia,s__Abiotrophia defectiva,t__,0.015451072594405146,0.0057797250922739275,0.040644129815886165
G000332735,9.362846305276805e-05,0.07627118644067797,2170,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus warneri,t__,0.015451072594405146,0.0057797250922739275,0.040644129815886165
G000443975,9.362846305276805e-05,0.08898305084745763,3364,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,t__,0.015451072594405146,0.0057797250922739275,0.040644129815886165
G001028525,9.362846305276805e-05,0.13135593220338984,5868,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema endosymbiont of Eucomonympha sp.,t__,0.015451072594405146,0.0057797250922739275,0.040644129815886165
G000934225,9.482882796370097e-05,0.0847457627118644,5048,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,t__,0.01564777623092317,0.005887337262288881,0.040923623848831386
G000194985,9.482882796370097e-05,0.08898305084745763,1136,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Dialister,s__Dialister micraerophilus,t__,0.01564777623092317,0.005887337262288881,0.040923623848831386
G001814805,9.602919287463389e-05,0.07203389830508475,9022,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus sp. HMSC062B11,t__,0.015844444884690057,0.0059953843714166954,0.041202614097775044
G000415085,9.722955778556681e-05,0.05084745762711865,2789,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,s__Enterococcus faecalis,t__,0.01604107856068182,0.006103859600140767,0.04148110739202639
G000284375,9.842992269649975e-05,0.059322033898305086,1764,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium japonicum,t__,0.01623767726379388,0.0062127562959406815,0.04175911039373984
G000314675,9.842992269649975e-05,0.1016949152542373,2011,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Afipia,s__Afipia broomeae,t__,0.01623767726379388,0.0062127562959406815,0.04175911039373984
G000177555,9.963028760743267e-05,0.0635593220338983,989,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Megasphaera,s__Megasphaera genomosp. type_1,t__,0.016434240999000593,0.006322067967691979,0.04203662960382924
G000688375,9.963028760743267e-05,0.19915254237288135,4142,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella sp. HUN102,t__,0.016434240999000593,0.006322067967691979,0.04203662960382924
G001914135,9.963028760743267e-05,0.0847457627118644,9658,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,t__,0.016434240999000593,0.006322067967691979,0.04203662960382924
G000186425,0.00010083065251836559,0.059322033898305086,1064,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Lautropia,s__Lautropia mirabilis,t__,0.0166307697712772,0.006431788280182024,0.04231367136729833
G000213975,0.00010083065251836559,0.13135593220338984,1253,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Centipeda,s__Centipeda periodontii,t__,0.0166307697712772,0.006431788280182024,0.04231367136729833
G000011365,0.00010083065251836559,0.05084745762711865,129,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium diazoefficiens,t__,0.0166307697712772,0.006431788280182024,0.04231367136729833
G000415005,0.00010083065251836559,0.05508474576271186,2788,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,s__Enterococcus faecalis,t__,0.0166307697712772,0.006431788280182024,0.04231367136729833
G001068545,0.0001020310174292985,0.08898305084745763,5975,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,t__,0.016827263585518115,0.006541911048856746,0.04259024187833321
G000420505,0.00010323138234023143,0.0847457627118644,2832,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Alloscardovia,s__Alloscardovia omnicolens,t__,0.01702372244669692,0.00665243023492432,0.042866347185513576
G000381725,0.00010443174725116435,0.19491525423728814,2565,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium russii,t__,0.017220146359787525,0.0067633399405360485,0.0431419931964766
G001028645,0.00010563211216209727,0.08050847457627118,5873,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus capitis,t__Staphylococcus capitis subsp. capitis,0.017416535329683347,0.006874634404164751,0.043417185682379525
G000007645,0.00010563211216209727,0.0847457627118644,31,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,t__,0.017416535329683347,0.006874634404164751,0.043417185682379525
G000564995,0.00010683247707303019,0.15254237288135594,3836,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium sp. ICM42b,t__,0.01761288936135763,0.0069863079963089665,0.04369193028251102
G000183685,0.00010683247707303019,0.0847457627118644,1031,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus hominis,t__Staphylococcus hominis subsp. hominis,0.01761288936135763,0.0069863079963089665,0.04369193028251102
G000246925,0.00010683247707303019,0.11016949152542373,1557,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,s__Peptoniphilus rhinitidis,t__,0.01761288936135763,0.0069863079963089665,0.04369193028251102
G900113395,0.00010923320689489605,0.08050847457627118,10359,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,t__,0.018005492629854958,0.007210770682929808,0.04424009774766588
G000170715,0.00011163393671676189,0.23728813559322035,913,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Thiotrichaceae,g__Beggiatoa,s__Beggiatoa sp. PS,t__,0.01839795620481577,0.00743668544822669,0.0447865382219191
G001438885,0.00011163393671676189,0.07627118644067797,6718,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium rimae,t__,0.01839795620481577,0.00743668544822669,0.0447865382219191
G000308395,0.00011163393671676189,0.09322033898305085,1934,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,t__,0.01839795620481577,0.00743668544822669,0.0447865382219191
G000245655,0.00011283430162769482,0.09745762711864407,1547,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,t__,0.01859413561957135,0.007550174574419536,0.045059123647723784
G000959725,0.00011403466653862774,0.06779661016949153,5128,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia,s__Burkholderia gladioli,t__,0.01879028012577788,0.007664011599575891,0.045331292475703514
G000186205,0.00011523503144956067,0.08898305084745763,1059,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,t__,0.018986389728406605,0.007778191709293725,0.04560304953004353
G000367205,0.00011523503144956067,0.07627118644067797,2335,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium avidum,t__,0.018986389728406605,0.007778191709293725,0.04560304953004353
G000174015,0.00011643539636049359,0.08050847457627118,950,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium rimae,t__,0.0191824644323495,0.00789271019180349,0.04587439953214065
G000238795,0.00011643539636049359,0.17372881355932204,1471,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus sputorum,t__,0.0191824644323495,0.00789271019180349,0.04587439953214065
G000385925,0.00011763576127142652,0.18220338983050846,2653,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus cristatus,t__,0.01937850424257581,0.008007562435010121,0.04614534710386925
G000967305,0.00011763576127142652,0.059322033898305086,5174,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Alcaligenes,s__Alcaligenes faecalis,t__,0.01937850424257581,0.008007562435010121,0.04614534710386925
G900106575,0.00011763576127142652,0.1483050847457627,10209,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga granulosa,t__,0.01937850424257581,0.008007562435010121,0.04614534710386925
G000190695,0.00012003649109329236,0.13135593220338984,1100,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Kingella,s__Kingella denitrificans,t__,0.019770479201680624,0.00823825023574734,0.04668605296295707
G000007565,0.00012003649109329236,0.1059322033898305,28,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas putida,t__,0.019770479201680624,0.00823825023574734,0.04668605296295707
G000758945,0.00012243722091515822,0.13983050847457626,4686,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium parvulum,t__,0.0201623146452391,0.008470220098442314,0.04722520219814026
G000614105,0.00012363758582609112,0.2076271186440678,3945,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella micans,t__,0.020358180061032405,0.008586675251206842,0.04749420365787724
G000017465,0.00012363758582609112,0.09745762711864407,312,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter curvus,t__,0.020358180061032405,0.008586675251206842,0.04749420365787724
G000565075,0.00012363758582609112,0.13983050847457626,3838,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium sp. BS2,t__,0.020358180061032405,0.008586675251206842,0.04749420365787724
G001471555,0.00012483795073702406,0.08050847457627118,6889,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus capitis,t__,0.02055401061276596,0.008703438427394655,0.047762828482882914
G000758925,0.00012483795073702406,0.2288135593220339,4685,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella sp. S7-1-8,t__,0.02055401061276596,0.008703438427394655,0.047762828482882914
G001057055,0.0001272386805588899,0.13135593220338984,5965,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Cellulomonadaceae,g__Cellulomonas,s__Cellulomonas flavigena,t__,0.02094556714384832,0.0089378729650238,0.04829896415267167
G000411115,0.00012843904546982283,0.1483050847457627,2766,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga granulosa,t__,0.02114129313305324,0.009055536579217774,0.04856648276409861
G000429225,0.00012963941038075577,0.11864406779661017,3103,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces dentalis,t__,0.02133698427798969,0.009173492718108169,0.04883364027846972
G000196295,0.00013444087002448745,0.1271186440677966,1166,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria lactamica,t__,0.022119400513523457,0.009648169813379709,0.0498987322664409
G000454045,0.00013564123493542036,0.08898305084745763,3394,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Rhodococcus,s__Rhodococcus erythropolis,t__,0.022314917511091492,0.009767534644674086,0.050164138372189165
G000525775,0.0001368415998463533,0.2033898305084746,3792,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales Family XIII. Incertae Sedis,g__Mogibacterium,s__Mogibacterium timidum,t__,0.022510399693977612,0.009887170897607916,0.050429204542163916
G000293175,0.0001368415998463533,0.15254237288135594,1800,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga sp. CM59,t__,0.022510399693977612,0.009887170897607916,0.050429204542163916
G000160695,0.00014044269457915207,0.13983050847457626,837,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,s__Selenomonas flueggei,t__,0.02309663740411705,0.010247675580187545,0.051222396141062776
G000161975,0.0001428434244010179,0.05508474576271186,846,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales Family XIII. Incertae Sedis,g__,s__[Eubacterium] saphenum,t__,0.023487288561477193,0.010489310394097236,0.051749549789250615
G000212375,0.0001428434244010179,0.07203389830508475,1234,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas asaccharolytica,t__,0.023487288561477193,0.010489310394097236,0.051749549789250615
G000008805,0.00014404378931195084,0.1440677966101695,66,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria meningitidis,t__,0.023682561960134962,0.010610508131593376,0.05201264359425786
G000308635,0.00014644451913381666,0.1059322033898305,1939,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Nocardia,s__Nocardia otitidiscaviarum,t__,0.024073004422140443,0.010853649511535373,0.052537879970908655
G000333455,0.0001476448840447496,0.3432203389830508,2182,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Rhodopseudomonas,s__Rhodopseudomonas sp. B29,t__,0.024268173495335055,0.010975587406059879,0.05280002830985192
G001189495,0.00014884524895568253,0.11440677966101695,6023,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales Family XIII. Incertae Sedis,g__,s__[Eubacterium] sulci,t__,0.0244633078032499,0.011097766354631576,0.053061867177835724
G001190745,0.00015004561386661546,0.13983050847457626,6030,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter gracilis,t__,0.024658407350843348,0.011220183605921728,0.05332339933594668
G000242835,0.00015124597877754837,0.059322033898305086,1506,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas sp. PAMC 26617,t__,0.024853472143000932,0.01134283645548875,0.05358462749824096
G000691685,0.00015124597877754837,0.07627118644067797,4166,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium necrophorum,t__,0.024853472143000932,0.01134283645548875,0.05358462749824096
